supplier ID,printer,order completion time,material,category,resolution,Price (USD)
230333,Zortrax M200,5,Generic Standard ABS,ABS/PLA,100,105.75
14597,Uniz Slash,2,Fun To Do Snow White Resin,Resin,50,105.75
ccandr3d,Form 2,2,Generic Castable resin,Resin,25,105.8
230093,Form 2,2,Formlabs Tough Resin,Resin,50,105.91
230093,Form 2,2,Formlabs Durable Resin,Resin,50,105.91
3dprintworld,Hephestos 2,2,Recreus FilaFlex,TPE,100,106.01
5215,Mark X,2,Markforged Carbon-fiber Reinforced Onyx,Nylon,125,106.23
5215,Mark Two,2,Markforged Carbon-fiber Reinforced Onyx,Nylon,125,106.23
89519,Wanhao Duplicator 7,3,Fun To Do Snow White Resin,Resin,32,106.31
89519,Wanhao Duplicator 7,3,Fun To Do Industrial Blend Resin,Resin,32,106.31
89519,Wanhao Duplicator 7,3,Fun To Do Deep Black Resin,Resin,32,106.31
141400,TEVO Tornado,2,Generic Standard PLA,ABS/PLA,50,106.34
66055,Form 2,2,Formlabs Standard Resin,Resin,100,106.4
227902,Form 2,1,Formlabs Tough Resin,Resin,50,106.4
mt-vision,Form 2,3,Formlabs Standard Resin,Resin,50,106.77
mt-vision,Form 2,3,Formlabs Standard Resin,Resin,50,106.77
213565,Form 2,2,Generic Castable resin,Resin,100,106.8
104251,Objet Connex500,3,Stratasys Digital ABS,Resin,25,107.08
104251,Objet Connex500,3,Stratasys TangoBlack Plus (FLX980),Resin,25,107.08
talusdesign3d,Form 1+,2,Formlabs Standard Resin,Resin,50,107.08
1399,Form 2,3,Formlabs Flexible Resin,Resin,100,107.24
5616,Form 2,2,Formlabs Tough Resin,Resin,100,107.24
143905,Form 2,1,Generic Castable resin,Resin,100,107.24
get3d,Form 2,5,Formlabs Durable Resin,Resin,50,107.24
get3d,Form 2,5,Formlabs Flexible Resin,Resin,50,107.24
get3d,Form 2,5,Formlabs Tough Resin,Resin,50,107.24
get3d,Form 2,5,Formlabs Standard Resin,Resin,25,107.24
get3d,Form 2,5,Generic Clear resin,Resin,25,107.24
MTB3D,Form 2,3,Formlabs Flexible Resin,Resin,50,107.24
MTB3D,Form 2,3,Generic Castable resin,Resin,50,107.24
ara3d,EOSINT P 760 ,6,3D Systems DuraForm PA,Nylon,100,107.25
231747,Formlabs 2,3,Generic Castable resin,Resin,25,107.42
231747,Formlabs 2,3,Generic Tough resin (ABS-like),Resin,25,107.42
Svensson-Dsign,Core XY printer,2,Igus Iglidur 150-PF,others,150,107.47
centroservizi,Form 2,1,Formlabs Flexible Resin,Resin,50,107.52
centroservizi,Form 2,1,Formlabs Flexible Resin,Resin,100,107.52
ara3d,ProX 800,7,3D Systems Accura ClearVue,Resin,25,107.7
ara3d,ProX 950,7,3D Systems Accura ClearVue,Resin,25,107.7
attenborough,Other SLA + DLP,2,Generic Standard resin,Resin,16,107.83
mt-vision,Duplicator 7,2,Generic Tough resin (ABS-like),Resin,32,107.93
149279,FlashForge Dreamer,3,Generic Standard PLA,ABS/PLA,200,108
149279,FlashForge Dreamer,3,Generic Standard ABS,ABS/PLA,200,108
95576,Form 2,2,Formlabs Standard Resin,Resin,100,108
beckatt,Mark Two,7,Markforged Kevlar-fiber Reinforced Onyx,Nylon,100,108.04
102659,Zortrax M200,2,3DXTech 3DXSTAT ESD-safe PETG,PET,150,108.16
102659,Zortrax M200,2,3DXTech 3DXSTAT ESD-safe PETG,PET,200,108.16
102659,Zortrax M200,2,3DXTech 3DXSTAT ESD-safe PETG,PET,100,108.16
102659,Zortrax M300,2,Zortrax Z-ESD,PET,100,108.16
102659,Zortrax M300,2,Zortrax Z-ESD,PET,150,108.16
102659,Zortrax M300,2,Zortrax Z-ESD,PET,200,108.16
toko,Mark Two,1,Markforged Carbon-fiber Reinforced Onyx,Nylon,100,108.34
219202,Form 2,2,Formlabs Standard Resin,Resin,50,108.41
plvconcept,Objet30 Prime,2,Stratasys Rigur (RGD450),Resin,25,108.62
35337,Form 2,3,Formlabs Standard Resin,Resin,25,108.64
216014,Form 2,3,Formlabs Tough Resin,Resin,100,108.8
3dprintrva,MoonRay,4,Generic Standard resin,Resin,50,108.8
3dprintrva,MoonRay,4,Generic Standard resin,Resin,100,108.8
170008,Form 2,5,Formlabs Flexible Resin,Resin,50,108.88
35089,HP Jet Fusion 3D 4200,3,HP HP 3D High Reusability PA 12,Nylon,100,108.96
ara3d,EOSINT P 760 ,6,3D Systems DuraForm Flex,TPE,100,109.05
ara3d,EOSINT P 800,6,3D Systems DuraForm Flex,TPE,100,109.05
13023,Ultimaker 2 Extended,1,ColorFabb nGen,ABS/PLA,50,109.34
13023,Ultimaker 2 Extended,1,ColorFabb PLA/PHA,ABS/PLA Filled,50,109.34
get3d,Form 2,5,Formlabs Durable Resin,Resin,25,109.34
get3d,Form 2,5,Formlabs Flexible Resin,Resin,25,109.34
get3d,Form 2,5,Formlabs Tough Resin,Resin,25,109.34
obsessivelygeek,SPro 230,3,3D Systems DuraForm PA,Nylon,100,109.42
230333,Raise3D N2,5,Generic Standard ABS,ABS/PLA,100,109.5
174741,Raise3D N2 Plus,5,Generic Standard ABS,ABS/PLA,100,109.58
92016,Ultimaker 2,4,MatterHackers Porolay LAY-FOMM 60,ASA,100,109.58
33039,Wanhao Duplicator 7,5,Fun To Do Standard Blend Resin,Resin,32,109.6
219202,Form 2,2,Formlabs Tough Resin,Resin,100,109.67
230093,Form 2,2,Formlabs High Temp Resin,Resin,100,109.69
obsessivelygeek,Ipro 9000,5,3D Systems Accura 60,Resin,25,109.7
obsessivelygeek,Ipro 9000,5,3D Systems VisiJet SL Black,Resin,25,109.7
obsessivelygeek,Ipro 9000,5,3D Systems Accura Xtreme,Resin,25,109.7
obsessivelygeek,Ipro 9000,5,3D Systems Accura 25,Resin,25,109.7
valles,BCN3D SIGMA,2,Recreus FilaFlex,TPE,50,109.93
valles,BCN3D SIGMA,2,Ninjatek Ninjaflex,TPE,50,109.93
valles,BCN3D SIGMA,2,Generic TPU,TPE,50,109.93
196062,Original Prusa i3 MK2,2,Generic Standard PETG,PET,50,109.95
196062,Original Prusa i3 MK2,2,Generic Standard PETG,PET,50,109.95
230333,Lulzbot Taz 6,5,Generic Standard PLA,ABS/PLA,100,110
230333,Creality CR-10,5,Generic Standard PLA,ABS/PLA,100,110
pushplastic,Titan Atlas,5,Generic Standard PLA,ABS/PLA,400,110
pushplastic,Titan Atlas,5,Generic Standard PETG,PET,400,110
208710,Anycubic Photon,2,Fun To Do Snow White Resin,Resin,50,110.04
208710,Anycubic Photon,2,Fun To Do Deep Black Resin,Resin,50,110.04
213565,Form 2,2,Formlabs High Temp Resin,Resin,50,110.4
213565,Form 2,2,Formlabs Durable Resin,Resin,50,110.4
112221,FlashForge Creator Pro,2,Generic Woodfill PLA,ABS/PLA Filled,100,110.55
plvconcept,Objet30 Prime,7,Stratasys Rigur (RGD450),Resin,16,110.59
110887,3DLPrinter,3,Photocentric 3D Daylight Flexible Resin,Resin,50,110.6
141400,TEVO Tornado,2,Generic Standard PETG,PET,50,110.87
14597,Uniz Slash,2,Generic Standard resin,Resin,100,111
14597,Uniz Slash,2,Fun To Do Industrial Blend Resin,Resin,100,111
dowire,Liquid Crystal 10,4,Photocentric 3D Daylight Hard Resin,Resin,50,111.44
get3d,Form 2,5,Generic Castable resin,Resin,100,111.44
140043,Formiga P 110,8,EOS PA 2200,Nylon,100,111.49
Svensson-Dsign,Form 1+,5,Fun To Do Snow White Resin,Resin,100,111.77
132283,Other SLA + DLP,1,Photocentric 3D Daylight Hard Resin,Resin,30,111.91
10320,Fortus 250MC,2,Stratasys ABSplus,ABS/PLA,175,112
11688,Form 2,4,Formlabs Tough Resin,Resin,50,112
169860,Mono1,3,Makerjuice WaxCast,Resin,100,112
169860,Mono1,3,Fun To Do Snow White Resin,Resin,100,112
169860,Mono1,3,Fun To Do Industrial Blend Resin,Resin,100,112
112221,FlashForge Creator Pro,2,ColorFabb bronzeFill,ABS/PLA Filled,100,112.04
65741,Form 2,4,Formlabs Standard Resin,Resin,25,112.1
5739,Mark Two,4,Markforged Fiberglass Reinforced Onyx,Nylon,125,112.14
76214,ZMorph,4,Generic Standard PLA,ABS/PLA,50,112.16
216014,Form 2,3,Formlabs High Temp Resin,Resin,50,112.4
216014,Form 2,3,Formlabs Durable Resin,Resin,50,112.4
65466,MoonRay,3,Moonray Gray Resin,Resin,25,112.64
65466,Form 2,2,Formlabs Tough Resin,Resin,50,112.64
65466,Form 2,2,Generic Castable resin,Resin,25,112.64
65466,Form 2,2,Formlabs Standard Resin,Resin,25,112.64
60577,XYZprinting da Vinci Color,5,Generic Standard PLA,ABS/PLA,100,113
file2fab,Form 2,1,Formlabs High Temp Resin,Resin,25,113
3dprintmt,Form 2,5,Generic Tough resin (ABS-like),Resin,50,113.06
548,Form 2,3,Formlabs Standard Resin,Resin,25,113.2
172402,Form 2,3,Generic Castable resin,Resin,100,113.22
102613,LulzBot Mini,3,ColorFabb XT,ABS/PLA Filled,50,113.31
102613,LulzBot Mini,3,ColorFabb Glowfill,ABS/PLA Filled,50,113.31
valles,LulzBot Mini,2,ColorFabb Glowfill,ABS/PLA Filled,50,113.31
valles,LulzBot Mini,2,ColorFabb XT,ABS/PLA Filled,50,113.31
102613,LulzBot Mini,3,Generic Standard PETG,PET,50,113.31
valles,LulzBot Mini,2,Generic Standard PETG,PET,50,113.31
22577,EOS P 396,5,Generic Standard Nylon,Nylon,100,113.39
22577,EOS P 396,5,EOS PA 2200,Nylon,100,113.39
14597,Uniz Slash,2,Fun To Do Snow White Resin,Resin,25,113.4
93769,ProJet 1200,5,3D Systems VisiJet FTX Green,Resin,25,113.44
70670,Solus,5,Generic Castable resin,Resin,25,113.54
just3DP,Mark Two,6,Markforged Fiberglass Reinforced Onyx,Nylon,100,113.82
just3DP,Mark Two,6,Markforged Kevlar-fiber Reinforced Onyx,Nylon,100,113.82
just3DP,Mark Two,6,Markforged Carbon-fiber Reinforced Onyx,Nylon,125,113.82
just3DP,Mark Two,6,Markforged Fiberglass Reinforced Onyx,Nylon,100,113.82
196943,Mark Two,2,Markforged Carbon-fiber Reinforced Onyx,Nylon,125,113.85
196943,Mark X,2,Markforged Carbon-fiber Reinforced Onyx,Nylon,125,113.85
213565,Form 2,2,Generic Castable resin,Resin,50,114
225759,Form 2,3,Formlabs Tough Resin,Resin,50,114
file2fab,Form 2,1,Formlabs Flexible Resin,Resin,50,114
104251,Objet Connex500,3,Stratasys VeroClear (RGD810),Resin,25,114.02
28529,Uniz Slash,3,zABS Resin,Resin,75,114.46
matterthings-3d-printing,Form 1+,4,MadeSolid Vorex,Resin,50,114.55
219202,Form 2,2,Formlabs Flexible Resin,Resin,100,114.7
198713,KLD-1260,2,Generic Standard resin,Resin,25,114.71
Evolv3D,3D Systems ProJet MJP 2500W,3,3D Systems VisiJet M2 CAST,others,16,114.79
van3D,Form 2,2,Generic Castable resin,Resin,50,115.14
62007,Felix Pro 2,2,Generic Metalfill PLA,ABS/PLA Filled,100,115.29
86981,Form 2,2,Formlabs Standard Resin,Resin,100,115.52
5616,Form 2,2,Formlabs Flexible Resin,Resin,100,115.64
5616,Form 2,2,Formlabs Tough Resin,Resin,50,115.64
143905,Form 2,1,Generic Castable resin,Resin,50,115.64
dowire,Liquid Crystal 10,4,Photocentric 3D Daylight Hard Resin,Resin,25,115.64
get3d,Form 2,5,Generic Castable resin,Resin,50,115.64
47086,Fortus 900MC,2,Generic Standard PEI (ULTEM),PET,100,115.68
PepCo,Original Prusa i3 MK2,1,Generic Castable filament,ABS/PLA Filled,300,115.76
PepCo,Original Prusa i3 MK2,1,Generic Castable filament,ABS/PLA Filled,250,115.76
PepCo,Original Prusa i3 MK2,1,Generic Castable filament,ABS/PLA Filled,200,115.76
PepCo,Original Prusa i3 MK2,1,Generic Castable filament,ABS/PLA Filled,150,115.76
PepCo,Original Prusa i3 MK2,1,Generic Castable filament,ABS/PLA Filled,100,115.76
PepCo,Original Prusa i3 MK2,1,Generic Castable filament,ABS/PLA Filled,50,115.76
codeproject,Objet30 Pro,3,Stratasys Digital ABS,Resin,25,115.93
102659,XFAB,2,DWS Lab Vitra 413,Resin,100,115.95
116675,Formlabs 2,2,Formlabs High Temp Resin,Resin,50,116.1
116675,Formlabs 2,2,Formlabs High Temp Resin,Resin,100,116.1
116675,Formlabs 2,2,Formlabs Standard Resin,Resin,50,116.1
116675,Formlabs 2,2,Formlabs Standard Resin,Resin,100,116.1
116675,Formlabs 2,2,Formlabs Flexible Resin,Resin,100,116.1
116675,Formlabs 2,2,Formlabs Durable Resin,Resin,50,116.1
116675,Formlabs 2,2,Formlabs Durable Resin,Resin,100,116.1
66055,Form 2,2,Formlabs Standard Resin,Resin,50,116.4
6719,Stacker S2,5,ColorFabb _HT,ABS/PLA,100,116.57
6719,Stacker S2,5,ColorFabb _HT,ABS/PLA,150,116.57
6719,Stacker S2,5,ColorFabb nGen,ABS/PLA,100,116.57
25535,Fortus 450mc,2,Stratasys ABS M30,ABS/PLA,300,116.57
25535,Fortus 450mc,2,Stratasys ABS M30,ABS/PLA,200,116.57
25535,Fortus 450mc,2,Stratasys ABS M30,ABS/PLA,125,116.57
38782,MakerBot Replicator Z18,5,Generic Standard ABS,ABS/PLA,50,116.57
38782,MakerBot Replicator Z18,5,Generic Standard PLA,ABS/PLA,50,116.57
76167,3DP1000,7,Generic Standard PLA,ABS/PLA,200,116.57
flairlab,FELIX Pro 1,3,Generic Standard PLA,ABS/PLA,100,116.57
flairlab,FELIX Pro 1,3,Generic Standard PLA,ABS/PLA,200,116.57
flairlab,FELIX Pro 1,3,Generic Standard PLA,ABS/PLA,50,116.57
flairlab,FELIX Pro 1,3,Generic Standard PLA,ABS/PLA,100,116.57
flairlab,FELIX Pro 1,3,Generic Standard PLA,ABS/PLA,200,116.57
flairlab,FELIX Pro 1,3,Generic Standard PLA,ABS/PLA,50,116.57
flairlab,FELIX Pro 1,3,ColorFabb bronzeFill,ABS/PLA Filled,200,116.57
flairlab,FELIX Pro 1,3,ColorFabb bronzeFill,ABS/PLA Filled,100,116.57
25535,Fortus 450mc,2,Generic Standard ASA,ASA,300,116.57
25535,Fortus 450mc,2,Generic Standard ASA,ASA,200,116.57
25535,Fortus 450mc,2,Generic Standard ASA,ASA,125,116.57
38782,MakerBot Replicator Z18,5,Generic Standard Nylon,Nylon,100,116.57
178931,Formiga P 110,14,EOS PA 2200,Nylon,100,116.57
voxellab,Formiga P 110,4,EOS PA 2200,Nylon,100,116.57
6719,Stacker S2,5,Polymaker PC-Max,PC,100,116.57
38782,MakerBot Replicator Z18,5,Generic Standard PETG,PET,100,116.57
38782,MakerBot Replicator Z18,5,Generic Carbon filled PETG,PET,100,116.57
38782,MakerBot Replicator Z18,5,Generic Acetal (POM),PET,100,116.57
flairlab,FELIX Pro 1,3,Generic Standard PETG,PET,100,116.57
flairlab,FELIX Pro 1,3,Generic Standard PETG,PET,200,116.57
flairlab,FELIX Pro 1,3,Generic Standard PETG,PET,50,116.57
11589,Form 2,5,Formlabs Tough Resin,Resin,100,116.57
175363,"G3D Systems	T-1000",2,Generic Standard resin,Resin,30,116.57
214237,Wanhao Duplicator 7,3,Generic Standard resin,Resin,32,116.57
214237,Wanhao Duplicator 7,3,Fun To Do Snow White Resin,Resin,32,116.57
38782,MakerBot Replicator Z18,5,Ninjatek Ninjaflex,TPE,50,116.57
virtualfrontier,EOS P 396,2,Generic Standard Nylon,Nylon,200,116.97
virtualfrontier,EOS P 396,2,EOS PA 2200,Nylon,200,116.97
mt-vision,Form 2,3,Formlabs Standard Resin,Resin,25,116.97
95576,Form 2,2,Generic Tough resin (ABS-like),Resin,100,117
Voxel-Magic,Form 2,1,Formlabs Tough Resin,Resin,100,117
14700,Anycubic Photon,4,Fun To Do Standard Blend Resin,Resin,100,117.11
formtronics,Form 2,10,Formlabs High Temp Resin,Resin,25,117.17
15369,Wanhao D7,3,Generic Standard resin,Resin,50,117.18
3dprintboston,Objet Connex500,7,Stratasys Rigid Opaque Plastics,Resin,25,117.18
186078,Formlabs 2,10,Formlabs Standard Resin,Resin,50,117.43
178147,Form 2,1,Generic Castable resin,Resin,100,117.44
178147,Form 2,1,Generic Castable resin,Resin,100,117.44
178147,Form 2,1,Generic Castable resin,Resin,100,117.44
joeshub,Creality CR-10,5,3D Fuel Advanced PLA,ABS/PLA,100,117.5
get3d,Form 2,5,Generic Castable resin,Resin,25,117.74
216014,Form 2,3,Formlabs Standard Resin,Resin,25,117.92
forgelabs,Objet260 Connex3,2,Stratasys Rigid Opaque Plastics,Resin,25,117.92
39133,Form 2,2,Formlabs Standard Resin,Resin,50,117.97
89519,Wanhao Duplicator 7,3,Fun To Do Castable Blend Resin,Resin,100,117.97
66055,Afinia H800,2,Generic Woodfill PLA,ABS/PLA Filled,200,118
7487,Formlabs 2,3,Formlabs Flexible Resin,Resin,100,118
7487,Formlabs 2,3,Formlabs Tough Resin,Resin,100,118
101510,Form 2,4,Formlabs Standard Resin,Resin,25,118
223603,Form 2,4,Formlabs Tough Resin,Resin,50,118.01
65466,Form 2,2,Formlabs Flexible Resin,Resin,100,118.18
65466,Form 2,2,Formlabs Durable Resin,Resin,100,118.24
65466,Form 2,2,Formlabs High Temp Resin,Resin,100,118.24
talusdesign3d,Form 1+,2,Formlabs Standard Resin,Resin,25,118.42
toko,Mark Two,1,Markforged Fiberglass Reinforced Onyx,Nylon,100,118.55
28612,Makerbot Replicator 2,4,Ninjatek Ninjaflex,TPE,200,118.63
178147,Form 2,1,Generic Castable resin,Resin,50,118.77
178147,Form 2,1,Generic Castable resin,Resin,50,118.77
178147,Form 2,1,Generic Castable resin,Resin,50,118.77
8112,ProJet 660,2,Generic Full-color sandstone,others,100,118.79
4623,Form 1+,4,Photocentric 3D Daylight Flexible Resin,Resin,50,118.84
3dpro,EOSINT P 395,7,Sinterit PA12,Nylon,60,118.9
180575,Form 2,1,Formlabs Standard Resin,Resin,50,118.9
219202,Form 2,2,Formlabs Standard Resin,Resin,25,118.9
George,Wanhao D7,3,Generic Clear resin,Resin,50,118.9
infinity3d,Form 2,3,Formlabs Tough Resin,Resin,50,118.9
infinity3d,Form 2,3,Formlabs Standard Resin,Resin,50,118.9
74177,Form 2,2,Formlabs Standard Resin,Resin,25,118.98
formtronics,Form 2,10,Formlabs Dental SG Resin,Resin,50,119.11
7748,Form 2,4,Formlabs Tough Resin,Resin,100,119.35
25535,Objet30 Prime,2,Stratasys Rigid Opaque Plastics,Resin,25,119.48
makeii,Objet260 Connex3,2,Stratasys TangoBlack (FLX973),Resin,25,119.5
230093,Form 2,2,Formlabs High Temp Resin,Resin,50,119.52
formtronics,Form 2,10,Generic Castable resin,Resin,50,119.57
76214,Liquid Crystal,4,Photocentric 3D Daylight Firm Resin,Resin,100,119.8
170915,HP Jet Fusion 3D 4200,5,HP HP 3D High Reusability PA 12,Nylon,100,119.86
62007,Ultimaker 2,2,Generic Metalfill PLA,ABS/PLA Filled,100,119.95
62007,Ultimaker 2 Extended,2,Generic Metalfill PLA,ABS/PLA Filled,100,119.95
62007,FELIX 3.1 - Dual,2,Generic Metalfill PLA,ABS/PLA Filled,100,119.95
62007,Felix Tec 4,2,Generic Metalfill PLA,ABS/PLA Filled,100,119.95
225071,3DP1000,1,Generic Standard ABS,ABS/PLA,200,120
225071,3DP1000,1,Generic Standard ABS,ABS/PLA,300,120
225071,3DP1000,1,Generic Standard PLA,ABS/PLA,200,120
225071,3DP1000,1,Generic Standard PLA,ABS/PLA,300,120
14597,Uniz Slash,2,Generic Standard resin,Resin,50,120
14597,Uniz Slash,2,Fun To Do Industrial Blend Resin,Resin,50,120
170912,Form 2,3,Formlabs Flexible Resin,Resin,100,120.11
222637,Objet30 Pro,2,Stratasys Rigid Opaque Plastics,Resin,16,120.11
forgelabs,Objet260 Connex3,2,Stratasys Rigur (RGD450),Resin,25,120.7
moebius-factory,Form 2,2,Formlabs Dental SG Resin,Resin,50,120.77
plvconcept,Objet30 Prime,7,Stratasys Rigid Opaque Plastics,Resin,16,120.77
66055,Form 2,2,Formlabs Tough Resin,Resin,100,120.8
66055,Form 2,2,Formlabs Durable Resin,Resin,100,120.8
3dprintmt,Form 2,5,Formlabs Flexible Resin,Resin,50,120.98
fablabep,Form 1+,2,Generic Clear resin,Resin,100,121
84889,Zcorp,4,Generic Full-color sandstone,others,100,121.23
84889,Zcorp,4,Generic Full-color sandstone,others,100,121.23
84889,Zcorp,4,Generic Full-color sandstone,others,100,121.23
3dprintboston,Objet Connex500,7,Stratasys TangoBlack (FLX973),Resin,25,121.5
14121,Objet24,1,Stratasys Rigid Opaque Plastics,Resin,100,121.7
32295,Form 2,2,Formlabs Dental SG Resin,Resin,100,121.7
plvconcept,Objet30 Prime,2,Stratasys Rigid Opaque Plastics,Resin,25,121.74
voxellab,Objet350 Connex,2,Stratasys VeroClear (RGD810),Resin,16,121.76
7748,Form 2,4,Formlabs Standard Resin,Resin,50,121.8
140043,Formiga P 110,8,EOS PA 3200 GF,Nylon,100,121.89
140043,Formiga P 110,8,Generic Alumide,Nylon,100,121.89
impression-numerisation3d,Projet 3500 HD,6,3D Systems VisiJet M3 Crystal,Resin,10,121.93
96517,Form 2,2,Formlabs Standard Resin,Resin,25,121.94
169860,Mono1,3,Fun To Do Deep Black Resin,Resin,25,122
169860,Mono1,3,Makerjuice WaxCast,Resin,50,122
169860,Mono1,3,Fun To Do Snow White Resin,Resin,50,122
169860,Mono1,3,Generic Castable resin,Resin,50,122
169860,Mono1,3,Fun To Do Industrial Blend Resin,Resin,50,122
impressiveprototypes,Objet Eden260V,2,Stratasys Rigid Opaque Plastics,Resin,32,122.04
14419,Form 1+,4,Generic Standard resin,Resin,50,122.07
60192,Form 1+,4,Generic Standard resin,Resin,100,122.17
219202,Form 2,2,Formlabs Tough Resin,Resin,50,122.26
216014,Form 2,3,Formlabs High Temp Resin,Resin,25,122.4
216014,Form 2,3,Formlabs Tough Resin,Resin,50,122.4
reputech,3NTR A4,4,Generic Carbon filled Nylon,Nylon,200,122.42
20654,Dimension 1200,2,Generic Standard ABS,ABS/PLA,200,122.54
62007,Felix Pro 2,2,Generic Standard Nylon,Nylon,100,122.63
170912,Form 2,3,Formlabs Flexible Resin,Resin,50,122.7
48700,Fortus 400mc,10,Generic Standard ABS,ABS/PLA,200,122.82
149934,Anycubic Photon,2,Generic Standard resin,Resin,50,123.56
65466,Morpheus,3,Makerjuice G+,Resin,100,123.84
175504,Form 2,2,Generic Clear resin,Resin,50,124.4
116675,Formlabs 2,2,Formlabs High Temp Resin,Resin,25,124.5
116675,Formlabs 2,2,Formlabs Standard Resin,Resin,25,124.5
116675,Formlabs 2,2,Formlabs Flexible Resin,Resin,25,124.5
116675,Formlabs 2,2,Formlabs Durable Resin,Resin,25,124.5
30282,Form 2,5,Formlabs High Temp Resin,Resin,25,124.78
7487,Airwolf Axiom Dual,3,Generic Standard PLA,ABS/PLA,100,125
133705,Form 2,3,Formlabs Standard Resin,Resin,100,125
70670,Solus,5,Fun To Do Deep Black Resin,Resin,25,125.03
7748,Form 2,4,Formlabs Standard Resin,Resin,100,125.04
obsessivelygeek,Ipro 9000,5,3D Systems Accura ClearVue,Resin,25,125.1
216014,Form 2,3,Formlabs Flexible Resin,Resin,50,125.2
219202,Form 2,2,Formlabs Flexible Resin,Resin,50,125.2
220501,Form 2,2,Formlabs Tough Resin,Resin,100,125.2
11906,Objet Eden260,4,Stratasys Rigid Opaque Plastics,Resin,25,125.39
196589,Objet1000 Plus,10,Stratasys Rigid Opaque Plastics,Resin,30,125.55
196589,Objet Eden500V,5,Stratasys Rigid Opaque Plastics,Resin,30,125.55
Svensson-Dsign,Core XY printer,2,Igus Iglidur J260-PF,others,150,125.57
186078,Formlabs 2,10,Formlabs Tough Resin,Resin,50,125.57
186078,Formlabs 2,10,Formlabs Durable Resin,Resin,50,125.57
95576,Form 2,2,Formlabs Flexible Resin,Resin,100,126
95576,Form 2,2,Formlabs Standard Resin,Resin,50,126
3dprintboston,Ipro 9000,7,3D Systems Accura ClearVue,Resin,25,126.16
3dprintboston,Ipro 9000,7,3D Systems Accura 60,Resin,25,126.16
3dprintboston,Ipro 9000,7,3D Systems Accura 25,Resin,25,126.16
74177,Form 2,2,Formlabs Durable Resin,Resin,100,126.27
89519,Wanhao Duplicator 7,3,Fun To Do Castable Blend Resin,Resin,50,126.36
66055,Form 2,2,Formlabs Standard Resin,Resin,25,126.4
3dbits,Duplicator 7,2,Formlabs Standard Resin,Resin,50,126.51
172402,Form 2,3,Generic Castable resin,Resin,50,126.64
62007,Ultimaker 2,2,Generic Standard Nylon,Nylon,100,127.29
62007,Ultimaker 2 Extended,2,Generic Standard Nylon,Nylon,100,127.29
62007,FELIX 3.1 - Dual,2,Generic Standard Nylon,Nylon,100,127.29
62007,Felix Tec 4,2,Generic Standard Nylon,Nylon,100,127.29
13682,Form 1+,4,Generic Standard resin,Resin,50,127.41
70670,Solus,5,Generic Castable resin,Resin,25,127.52
plvconcept,Objet30 Prime,2,Stratasys Rigur (RGD450),Resin,16,127.84
216784,Lulzbot Taz 6,3,Polymaker Polymax PLA,ABS/PLA Filled,50,128
61662,Form 1+,3,Generic Standard resin,Resin,50,128
170866,Other SLS,7,Generic Standard Nylon,Nylon,100,128.11
170866,Other SLS,7,EOS PA 3200 GF,Nylon,100,128.11
59071,Form 2,2,Formlabs Tough Resin,Resin,50,128.11
59071,Form 2,2,Generic Clear resin,Resin,50,128.11
1399,Form 2,3,Formlabs Flexible Resin,Resin,50,128.23
5616,Form 2,2,Formlabs Flexible Resin,Resin,50,128.23
143905,Form 2,1,Generic Castable resin,Resin,25,128.23
Eagle3D,Form 2,3,Formlabs Tough Resin,Resin,100,128.23
ara3d,Objet Connex500,10,Stratasys TangoBlack Plus (FLX980),Resin,100,128.4
84711,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,100,128.5
150736,Form 2,1,Formlabs Standard Resin,Resin,100,128.93
14597,Uniz Slash,2,Generic Standard resin,Resin,25,129
14597,Uniz Slash,2,Fun To Do Industrial Blend Resin,Resin,25,129
van3D,Form 2,2,Generic Castable resin,Resin,25,129.03
28429,B9 Creator,4,Generic Standard resin,Resin,10,129.05
creativetools,Flashforge Hunter,5,Fun To Do Deep Black Resin,Resin,50,129.42
creativetools,Flashforge Hunter,5,Fun To Do Snow White Resin,Resin,50,129.42
creativetools,Flashforge Hunter,5,Fun To Do Industrial Blend Resin,Resin,50,129.42
creativetools,Flashforge Hunter,5,Fun To Do Standard Blend Resin,Resin,50,129.42
creativetools,Form 2,3,Formlabs Tough Resin,Resin,50,129.42
creativetools,Form 2,3,Formlabs Tough Resin,Resin,100,129.42
creativetools,Form 2,3,Formlabs Standard Resin,Resin,50,129.42
creativetools,Form 2,3,Formlabs Standard Resin,Resin,100,129.42
creativetools,Form 2,3,Generic Castable resin,Resin,25,129.42
creativetools,Form 2,3,Generic Castable resin,Resin,50,129.42
creativetools,Form 2,3,Generic Castable resin,Resin,100,129.42
creativetools,Form 2,3,Formlabs Flexible Resin,Resin,50,129.42
creativetools,Form 2,3,Formlabs Flexible Resin,Resin,100,129.42
matterthings-3d-printing,Form 1+,4,Formlabs Flexible Resin,Resin,100,129.65
matterthings-3d-printing,Form 1+,4,Generic Castable resin,Resin,50,129.65
matterthings-3d-printing,Form 1+,4,Formlabs Standard Resin,Resin,50,129.65
19836,Fortus 450mc,5,Generic Standard PLA,ABS/PLA,100,129.66
7748,Form 2,4,Formlabs Standard Resin,Resin,25,129.9
218253,ProJet MJP 2500 Plus,3,3D Systems VisiJet M2 RWT (Rigid White),Resin,32,129.96
218253,Projet 3600 Max,2,3D Systems VisiJet M3 Crystal,Resin,32,129.96
