supplier ID,printer,order completion time,material,category,resolution,Price (USD)
108417,Lulzbot Taz 5,2,Generic Standard ABS,ABS/PLA,200,10.2
132199,Lulzbot Taz 5,4,Generic Standard PLA,ABS/PLA,200,10.2
135663,BCN3D SIGMA,2,Generic Standard PLA,ABS/PLA,250,10.2
135663,BCN3D SIGMA,2,Generic Standard PLA,ABS/PLA,300,10.2
191837,SeeMeCNC Eris,2,Generic Standard PLA,ABS/PLA,200,10.2
191837,SeeMeCNC Eris,2,Generic Standard PLA,ABS/PLA,300,10.2
192321,Ultimaker 3 Extended,1,Generic Standard PLA,ABS/PLA,10,10.2
202222,Kossel,3,Generic Standard PLA,ABS/PLA,100,10.2
202222,Maker Select,3,Generic Standard PLA,ABS/PLA,100,10.2
204630,Creality CR-10,4,Generic Standard PLA,ABS/PLA,300,10.2
216804,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,150,10.2
216804,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,150,10.2
219038,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,200,10.2
228802,Printrbot Simple Metal,1,Generic Standard PLA,ABS/PLA,400,10.2
228802,Printrbot plus v2.2 ,1,Generic Standard PLA,ABS/PLA,400,10.2
3dogmodeling,Rostock MAX,4,Generic Standard PLA,ABS/PLA,200,10.2
3dogmodeling,Rostock MAX,4,Generic Standard ABS,ABS/PLA,200,10.2
3dogmodeling,BigBox Dual,4,Generic Standard ABS,ABS/PLA,200,10.2
3dogmodeling,BigBox Dual,4,Generic Standard PLA,ABS/PLA,200,10.2
amprinters,Makerbot Replicator 2,3,Generic Standard PLA,ABS/PLA,200,10.2
29834,BigBox Pro,2,Makergeek Raptor PLA,ABS/PLA Filled,200,10.2
134960,Wanhao Duplicator i3,2,eSUN PLA,ABS/PLA Filled,200,10.2
170756,Maker Select,3,ColorFabb woodFill,ABS/PLA Filled,100,10.2
170756,Maker Select,3,ColorFabb woodFill,ABS/PLA Filled,200,10.2
221811,Monoprice MP Select Mini,2,Generic Woodfill PLA,ABS/PLA Filled,125,10.2
192321,Ultimaker 3 Extended,1,Generic PC-ABS,PC,10,10.2
95317,Makergear M2,2,Generic Standard PETG,PET,200,10.2
95317,Makergear M2,2,Generic Standard PETG,PET,300,10.2
102504,Original Prusa i3 MK2,2,Generic Standard PETG,PET,150,10.2
170756,Maker Select,3,Generic Standard PETG,PET,100,10.2
170756,Maker Select,3,Generic Standard PETG,PET,200,10.2
219038,Original Prusa i3 MK2,1,Generic Standard PETG,PET,200,10.2
215958,Original Prusa i3 MK2,3,Generic TPU,TPE,200,10.2
VincentN,Zortrax M200,3,Zortrax Z-Ultrat,ABS/PLA,200,10.21
VincentN,Zortrax M200,3,Zortrax Z-HIPS,ASA,200,10.21
VincentN,Zortrax M200,3,Zortrax Z-Glass,PET,200,10.21
VincentN,Zortrax M200,3,Zortrax Z-PETG,PET,200,10.21
184023,Fabtotum,3,Generic Standard PLA,ABS/PLA,150,10.22
32901,Ultimaker 2,4,Generic Standard PLA,ABS/PLA,200,10.23
19623,Original Prusa i3 MK2S,3,Generic Standard PLA,ABS/PLA,300,10.26
29426,Prusa i3,2,Generic Standard PLA,ABS/PLA,300,10.26
29426,Prusa i3,2,Generic Standard PLA,ABS/PLA,300,10.26
39861,Prusa Research Original Prusa i3 MK3,1,Generic Standard PLA,ABS/PLA,250,10.26
39861,Original Prusa i3 MK2S,1,Generic Standard PLA,ABS/PLA,250,10.26
39861,Original Prusa i3 MK2S,1,Generic Standard ABS,ABS/PLA,250,10.26
40814,Prusa i3,2,Generic Standard PLA,ABS/PLA,100,10.26
73869,Kossel,3,Generic Standard PLA,ABS/PLA,200,10.26
73869,Kossel,3,Generic Standard ABS,ABS/PLA,200,10.26
85762,Wanhao Duplicator 6,3,Generic Standard PLA,ABS/PLA,300,10.26
111224,Makerbot Replicator 2,2,Generic Standard PLA,ABS/PLA,100,10.26
129235,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,400,10.26
135717,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,300,10.26
135717,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,300,10.26
184163,ANET 3D - A8,3,Generic Standard PLA,ABS/PLA,200,10.26
208239,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,200,10.26
208710,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,300,10.26
213700,Tevo Black Widow,5,Generic Standard ABS,ABS/PLA,100,10.26
223353,Leon3D Legio,2,Generic Standard PLA,ABS/PLA,100,10.26
224902,Ultimaker 2 Aluminum - Custom,2,Generic Standard PLA,ABS/PLA,100,10.26
3dwebstore,Ultimaker 2,7,Generic Standard PLA,ABS/PLA,300,10.26
aaubry,Hello Bee Prusa,4,Generic Standard PLA,ABS/PLA,200,10.26
gLab,Prusa i3,4,Generic Standard PLA,ABS/PLA,200,10.26
timothyshub,RepRap,2,Generic Standard ABS,ABS/PLA,150,10.26
UR-Engineering,CraftBot PLUS,2,Generic Standard PLA,ABS/PLA,200,10.26
226824,ANET 3D - A8,2,Fillamentum ABS Extrafill,ABS/PLA Filled,200,10.26
dvdalfa,Ultimaker Original Plus,1,ColorFabb PLA/PHA,ABS/PLA Filled,200,10.26
FMG3D,RoBo 3D R1,2,Innofil Innoflex 45,ABS/PLA Filled,200,10.26
mathias-hub,Da Vinci 1.0 PRO,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,10.26
korneel,Ultimaker S5,3,Generic Polypropylene (PP),ASA,200,10.26
korneel,Ultimaker S5,3,Ultimaker Nylon,Nylon,200,10.26
korneel,Ultimaker S5,3,Ultimaker PC,PC,200,10.26
29426,Prusa i3,2,Generic Standard PETG,PET,300,10.26
73869,Kossel,3,Generic Standard PETG,PET,200,10.26
alessio,Ultimaker Original Plus,2,Generic Standard PETG,PET,300,10.26
FMG3D,RoBo 3D R1,2,Innofil EPR InnoPET,PET,200,10.26
korneel,Ultimaker S5,3,Ultimaker TPU 95A,TPE,200,10.26
92229,FlashForge Finder,4,Generic Standard PLA,ABS/PLA,100,10.28
228326,Tevo Tarantula,2,Generic Standard PLA,ABS/PLA,200,10.28
222645,Original Prusa i3 MK2S,3,eSUN PLA+,ABS/PLA Filled,150,10.28
PKPrint3d,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,150,10.29
231575,Original Prusa i3 MK2,1,ColorFabb woodFill,ABS/PLA Filled,100,10.29
Geoffs-3D-Printing,D-Bot Core-XY ,2,ColorFabb PLA/PHA,ABS/PLA Filled,200,10.29
24234,Zortrax M200,1,Generic Standard ABS,ABS/PLA,150,10.3
150391,Monoprice MP Select Mini,2,Generic Standard PLA,ABS/PLA,100,10.3
208462,Raise3D N2 Plus,1,Generic Standard PLA,ABS/PLA,200,10.3
221978,PowerSpec Ultra 3D,2,Generic Standard PLA,ABS/PLA,300,10.3
smoldy3d,Original Prusa i3 MK2,1,Generic Standard PLA,ABS/PLA,200,10.3
165572,Lulzbot Taz 5,2,eSUN PLA+,ABS/PLA Filled,200,10.3
smoldy3d,SeeMeCNC - Rostock MAX V3,2,eSUN PLA,ABS/PLA Filled,200,10.3
38655,i3 HomeMade,2,Generic Standard PLA,ABS/PLA,200,10.31
VELTO,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,200,10.31
11810,Prusa i3,4,Generic Standard PLA,ABS/PLA,200,10.33
149075,Core XY printer,3,Generic Standard PLA,ABS/PLA,200,10.33
aeropixel,Hephestos 2,1,Generic Standard PLA,ABS/PLA,200,10.33
stefanshub,CraftBot,2,Generic Standard PLA,ABS/PLA,200,10.33
224147,Fusion3 F400-S,2,3DXTech 3DXSTAT iOn Nylon,Nylon,200,10.34
115029,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,200,10.35
204644,Prusa i3 MK2 (Clone),2,Generic Standard PLA,ABS/PLA,50,10.35
204644,Prusa i3 MK2 (Clone),2,Generic Standard PLA,ABS/PLA,50,10.35
utica3d,Monoprice MP Select Mini,1,Generic Standard PLA,ABS/PLA,200,10.36
utica3d,Prusa i3,1,Generic Standard PLA,ABS/PLA,200,10.36
utica3d,Prusa i3,1,Generic Standard PETG,PET,200,10.36
94923,BCN3D SIGMA,4,Generic Standard PLA,ABS/PLA,100,10.37
109265,Kossel 2020,2,Generic Standard PLA,ABS/PLA,200,10.37
110729,BCN3D SIGMA,4,Generic Standard PLA,ABS/PLA,100,10.37
192643,ANET 3D - A8,4,Generic Standard PLA,ABS/PLA,200,10.37
192643,ANET 3D - A8,4,Generic Standard ABS,ABS/PLA,200,10.37
219526,ANET 3D - A8,1,Generic Standard PLA,ABS/PLA,200,10.37
3dparts,Original Prusa i3 MK2,3,ColorFabb nGen_Flex,ABS/PLA,150,10.37
3dparts,Original Prusa i3 MK2,3,ColorFabb nGen,ABS/PLA,150,10.37
3dparts,Original Prusa i3 MK2,3,ColorFabb _HT,ABS/PLA,150,10.37
minilab3d,Prusa i3 Hephestos (Custom),1,Generic Standard PLA,ABS/PLA,200,10.37
3dparts,Original Prusa i3 MK2,3,ColorFabb XT,ABS/PLA Filled,150,10.37
timothyshub,RepRap,2,Generic Standard PETG,PET,150,10.37
99206,D-Bot Core-XY ,2,Generic TPU,TPE,100,10.37
60577,Raise3D N1,5,Generic Standard PLA,ABS/PLA,150,10.38
designedby36,Wanhao Duplicator i3 PLUS,2,Generic Standard PLA,ABS/PLA,150,10.38
projectstew,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,10.38
148269,Ultimaker 2+,3,Generic Standard ABS,ABS/PLA,100,10.4
zortraxrobert,Zortrax M200,3,Generic Standard ABS,ABS/PLA,150,10.4
110657,Ultimaker 3,1,ColorFabb PLA/PHA,ABS/PLA Filled,100,10.4
3d-printing-london,Witbox 2,1,Generic Standard PLA,ABS/PLA,300,10.41
3d-printing-london,Creality CR-10,1,Generic Standard PLA,ABS/PLA,300,10.41
3d-printing-london,Creality CR-10 S5,2,Generic Standard PLA,ABS/PLA,300,10.41
WeDo3DPrinting,Wanhao Duplicator 4,2,Generic Standard PLA,ABS/PLA,300,10.41
31657,CraftBot PLUS,2,Generic Standard ABS,ABS/PLA,200,10.42
182736,FlashForge Creator Pro,3,Generic Standard PLA,ABS/PLA,200,10.42
182736,FlashForge Creator Pro,3,Generic Standard ABS,ABS/PLA,200,10.42
182736,Prusa Research Original Prusa i3 MK3,3,Generic Standard PLA,ABS/PLA,200,10.42
195935,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,150,10.42
213751,Da Vinci 1.0 PRO,2,Generic Standard PLA,ABS/PLA,200,10.42
BenStPierre,Folger Tech FT-5,1,Generic Standard PLA,ABS/PLA,300,10.42
genesis3dprinting,LulzBot Mini,5,Generic Standard PLA,ABS/PLA,100,10.42
31657,CraftBot PLUS,2,Generic Standard ASA,ASA,200,10.42
213700,Tevo Black Widow,5,Generic Standard PETG,PET,150,10.42
219678,Prusa Research Original Prusa i3 MK3,2,Generic Standard PETG,PET,200,10.42
genesis3dprinting,LulzBot Mini,5,Taulman T-Glase,PET,250,10.42
180538,Max Micron - Aluminium Frame Dual Head ,7,Generic Standard PETG,PET,300,10.43
66641,Ultimaker 2+ Extended,3,Generic Standard PLA,ABS/PLA,200,10.44
66641,Ultimaker 2+,3,Generic Standard PLA,ABS/PLA,200,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 PLUS,1,Generic Standard PLA,ABS/PLA,100,10.44
225829,Wanhao Duplicator i3 V2,1,Generic Standard PLA,ABS/PLA,100,10.44
that3dshop,Ultimaker 2,1,Generic Standard ABS,ABS/PLA,100,10.44
16812,Mendelmax 3,3,Generic Standard PETG,PET,200,10.44
72553,Original Prusa i3 MK2,7,Generic Standard PLA,ABS/PLA,200,10.45
64834,CraftBot PLUS,4,Generic Standard ABS,ABS/PLA,100,10.48
joseph,PowerSpec 3D Pro,3,Generic Standard PLA,ABS/PLA,300,10.48
joseph,JoeBot18x3,3,Generic Standard PLA,ABS/PLA,300,10.48
shen,Other FDM,1,Generic Standard PLA,ABS/PLA,200,10.48
73767,Printrbot Simple Metal,3,Generic Standard PLA,ABS/PLA,100,10.49
108471,Ultimaker 2+,2,ColorFabb nGen,ABS/PLA,50,10.49
108471,Ultimaker 2+,2,ColorFabb _HT,ABS/PLA,50,10.49
116173,Velleman K8400,4,Generic Standard PLA,ABS/PLA,200,10.49
135899,DeltaWASP,2,Generic Standard PLA,ABS/PLA,100,10.49
146482,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,100,10.49
149566,Core XY printer,4,Generic Standard PLA,ABS/PLA,200,10.49
149566,Core XY printer,4,Generic Standard ABS,ABS/PLA,200,10.49
156164,Discovery 200,2,Generic Standard PLA,ABS/PLA,200,10.49
169993,Kossel Mini,4,Generic Standard PLA,ABS/PLA,100,10.49
169993,Kossel Mini,4,Generic Standard PLA,ABS/PLA,200,10.49
183077,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,200,10.49
186784,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,100,10.49
191071,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,100,10.49
191865,Hephestos 2,1,Generic Standard PLA,ABS/PLA,50,10.49
206740,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,150,10.49
214344,Raise3D N2 Plus,5,Generic Standard PLA,ABS/PLA,200,10.49
227795,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,10,10.49
227795,Ultimaker 3,2,Generic Standard ABS,ABS/PLA,10,10.49
aeropixel,Hephestos 2,1,Generic Standard PLA,ABS/PLA,100,10.49
stefanshub,CraftBot,2,Generic Standard ABS,ABS/PLA,200,10.49
stefanshub,CraftBot,2,Generic Standard PLA,ABS/PLA,100,10.49
42951,Original Prusa i3 MK2,3,ColorFabb steelFill,ABS/PLA Filled,200,10.49
108471,Ultimaker 2+,2,ColorFabb Glowfill,ABS/PLA Filled,50,10.49
108471,Ultimaker 2+,2,ColorFabb woodFill,ABS/PLA Filled,50,10.49
108471,Ultimaker 2+,2,ColorFabb XT,ABS/PLA Filled,50,10.49
108471,Ultimaker 2+,2,ColorFabb XT-CF20 carbon,ABS/PLA Filled,100,10.49
186784,Ultimaker 2+,2,ColorFabb Glowfill,ABS/PLA Filled,100,10.49
108471,Ultimaker 2+,2,Formfutura FlexFil,Biofilaments,50,10.49
163635,Custom Delta,1,Extrudr Green-TEC,Biofilaments,200,10.49
108471,Ultimaker 2+,2,Generic Standard PETG,PET,50,10.49
149566,Core XY printer,4,Generic Standard PETG,PET,200,10.49
182243,Original Prusa i3 MK2,2,Generic Standard PETG,PET,300,10.49
189551,Ultimaker 2,2,Generic Standard PETG,PET,100,10.49
203731,HICTOP Prusa i3 3DP-12,2,Generic Standard PLA,ABS/PLA,250,10.5
201753,Original Prusa i3 MK2,4,Generic Standard PETG,PET,200,10.5
31786,MendelMax 2,7,Generic Standard PLA,ABS/PLA,500,10.52
86899,Ultimaker Original Plus,4,Generic Standard ABS,ABS/PLA,100,10.52
139109,Prusa i3,4,Generic Standard ABS,ABS/PLA,100,10.52
167336,FlashForge Creator Pro,7,Generic Standard ABS,ABS/PLA,100,10.52
197339,Creality CR-10 S5,4,Generic Standard PETG,PET,100,10.52
214186,Zortrax M300,2,Generic Standard PLA,ABS/PLA,400,10.53
188303,Original Prusa i3 MK2,1,Generic Standard ABS,ABS/PLA,100,10.54
221448,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,150,10.54
221448,Ultimaker 2+ Extended,2,Generic Standard PLA,ABS/PLA,150,10.54
exactaforma,Wanhao Duplicator 4,2,Generic Standard PLA,ABS/PLA,100,10.54
WildPrint,BCN3D SIGMA,2,ColorFabb XT,ABS/PLA Filled,200,10.54
VincentN,Zortrax M200,3,Zortrax Z-Glass,PET,150,10.54
196358,Creality CR-10,2,Generic Standard PLA,ABS/PLA,150,10.56
215834,PowerSpec 3D Pro,5,Generic Standard PLA,ABS/PLA,200,10.56
GriffHub,ANET 3D - A8,2,Generic Standard PLA,ABS/PLA,200,10.56
samui,Afinibot A9,3,Generic Standard PLA,ABS/PLA,200,10.56
25983,Dimension Elite,1,Stratasys ABSplus,ABS/PLA,250,10.57
116003,Original Prusa i3 MK2,2,Generic Standard ABS,ABS/PLA,100,10.57
116003,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,10.57
CoreXY,Tevo Tarantula,1,Generic Standard PLA,ABS/PLA,100,10.57
herts3d,Original Prusa i3 MK2,3,rigid.ink PLA,ABS/PLA,300,10.57
95811,Prusa Research Original Prusa i3 MK3,2,Generic Standard PETG,PET,200,10.57
85762,Wanhao Duplicator 6,3,Generic Standard PLA,ABS/PLA,200,10.58
143101,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,10.58
185797,Original Prusa i3 MK2S,5,Generic Standard ABS,ABS/PLA,200,10.58
185797,Original Prusa i3 MK2S,5,Generic Standard PLA,ABS/PLA,200,10.58
225609,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,10.58
korneel,Ultimaker S5,3,ColorFabb XT,ABS/PLA Filled,100,10.58
169998,Original Prusa i3 MK2,4,Generic Standard ASA,ASA,200,10.58
25370,Other FDM,2,Generic Standard PLA,ABS/PLA,50,10.59
25370,Other FDM,2,Generic Standard ABS,ABS/PLA,50,10.59
65310,Wanhao Duplicator i3 V2,2,Generic Standard ABS,ABS/PLA,100,10.59
187509,Pratham 3.0,1,Generic Standard ABS,ABS/PLA,200,10.59
187509,Pratham 3.0,1,Generic Standard PLA,ABS/PLA,200,10.59
210472,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,200,10.59
211696,P3Steel (custom),2,Generic Standard PLA,ABS/PLA,100,10.6
hackerspacesg,Deltabob,4,Generic Standard PLA,ABS/PLA,100,10.6
JVF-Tech,PowerSpec 3D Pro,2,Generic Standard PLA,ABS/PLA,300,10.6
mwm3d,SeeMeCNC - Rostock MAX V3,2,Generic Standard PLA,ABS/PLA,200,10.6
mwm3d,Prusa Research Original Prusa i3 MK3,2,Generic Standard PLA,ABS/PLA,200,10.6
225772,Aurora Z-603S,2,Generic Woodfill PLA,ABS/PLA Filled,200,10.6
BruceMui,Original Prusa i3 MK2S,1,ColorFabb bambooFill,Biofilaments,200,10.6
mwm3d,Prusa Research Original Prusa i3 MK3,2,Generic Standard PETG,PET,200,10.6
202687,ANET 3D - A8,1,Generic Standard PLA,ABS/PLA,100,10.61
elias,Ultimaker 2,3,Generic Standard PLA,ABS/PLA,250,10.61
minilab3d,Prusa i3 Hephestos (Custom),1,Generic Standard PETG,PET,200,10.61
31786,FlashForge Creator,4,Generic Standard ABS,ABS/PLA,200,10.62
61662,Da Vinci 2.0,4,Generic Standard PLA,ABS/PLA,100,10.62
61662,Da Vinci 2.0,4,Generic Standard ABS,ABS/PLA,100,10.62
135714,RoBo 3D R1,3,Generic Standard PLA,ABS/PLA,300,10.62
BenStPierre,Folger Tech FT-5,1,Generic Standard PLA,ABS/PLA,200,10.63
BenStPierre,Folger Tech FT-5,1,Generic Standard PETG,PET,300,10.63
utica3d,Monoprice MP Select Mini,1,Generic Standard PLA,ABS/PLA,100,10.64
utica3d,Prusa i3,1,Generic Standard PLA,ABS/PLA,100,10.64
utica3d,Prusa i3,1,Generic Standard PETG,PET,100,10.64
184574,Afinibot A31,2,Generic Standard PLA,ABS/PLA,200,10.65
223347,Original Prusa i3 MK2S,2,Generic Standard PLA,ABS/PLA,300,10.65
229885,Cetus Extended,2,Generic Standard PLA,ABS/PLA,400,10.66
228225,Monoprice MP Select Mini,1,eSUN PLA,ABS/PLA Filled,175,10.67
117326,Makerbot Replicator+,2,Generic Standard PLA,ABS/PLA,200,10.68
136908,LulzBot Mini,1,rigid.ink PLA,ABS/PLA,300,10.68
136908,Lulzbot Taz 6,1,Generic Standard ABS,ABS/PLA,300,10.68
136908,Lulzbot Taz 6,1,Generic Standard PLA,ABS/PLA,300,10.68
masee,Prusa i3,2,Generic Standard ASA,ASA,150,10.68
112614,Da Vinci 1.0,2,Generic Standard PLA,ABS/PLA,300,10.7
rshshub,Ultimaker 3,2,Generic Standard PLA,ABS/PLA,100,10.7
VincentN,Zortrax M200,3,Zortrax Z-Ultrat,ABS/PLA,150,10.7
VincentN,Zortrax M200,3,Zortrax Z-HIPS,ASA,150,10.7
VincentN,Zortrax M200,3,Zortrax Z-PETG,PET,150,10.7
97602,Smartrap,2,Generic Standard PLA,ABS/PLA,125,10.72
97602,Prusa i3,2,Generic Standard PLA,ABS/PLA,125,10.72
197339,Creality CR-10 S5,4,Generic Standard PLA,ABS/PLA,100,10.72
211710,Ultimaker 2 Go,2,Generic Standard PLA,ABS/PLA,400,10.72
robert,Kossel XL,1,Generic Standard PLA,ABS/PLA,150,10.72
216784,Lulzbot Taz 5,2,Polymaker Polymax PLA,ABS/PLA Filled,250,10.72
98203,Felix Pro 2,2,Generic Standard Nylon,Nylon,100,10.72
98203,Felix Pro 2,2,Generic Standard Nylon,Nylon,200,10.72
98203,Felix Pro 2,2,Generic Carbon filled PETG,PET,100,10.72
98203,Felix Pro 2,2,Generic Carbon filled PETG,PET,200,10.72
forged,FlashForge Creator Pro,1,Generic Standard PETG,PET,250,10.72
forged,Rostock MAX V2,2,Generic Standard PETG,PET,250,10.72
robert,Kossel XL,1,Generic Standard PETG,PET,250,10.72
32901,Ultimaker 2,4,Generic Standard PLA,ABS/PLA,150,10.74
231747,MakerBot Replicator Z18,4,Generic Standard PLA,ABS/PLA,100,10.74
230093,Zortrax M200,2,Zortrax Z-ABS,ABS/PLA Filled,400,10.74
74969,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,10.75
197191,Tevo Tarantula,1,Generic Standard PLA,ABS/PLA,300,10.75
korneel,Ultimaker S5,3,ColorFabb nGen,ABS/PLA,100,10.75
UR-Engineering,CraftBot PLUS,2,Generic Standard ABS,ABS/PLA,200,10.75
korneel,Ultimaker S5,3,Ultimaker CPE,ABS/PLA Filled,100,10.75
korneel,Ultimaker S5,3,ColorFabb PLA/PHA,ABS/PLA Filled,100,10.75
213700,Tevo Black Widow,5,Generic Standard PETG,PET,100,10.75
herts3d,Original Prusa i3 MK2,3,rigid.ink PLA,ABS/PLA,200,10.76
166682,Zortrax M200,3,Zortrax Z-ABS,ABS/PLA Filled,400,10.76
pkubier,Makergear M2,2,Generic Metalfill PLA,ABS/PLA Filled,100,10.76
222914,Core XY printer,2,Generic Standard PETG,PET,200,10.76
222914,Core XY printer,2,Generic Standard PETG,PET,250,10.76
222914,Core XY printer,2,Generic Standard PETG,PET,400,10.76
117326,Makerbot Replicator+,2,Polymaker Polymax PLA,ABS/PLA Filled,200,10.79
76273,Rostock MAX,2,Generic Standard ABS,ABS/PLA,100,10.8
111224,Makerbot Replicator 2,2,Generic Standard ABS,ABS/PLA,300,10.8
149764,Afinibot A9,2,Generic Standard PLA,ABS/PLA,100,10.8
174841,ANET 3D - A8,1,Generic Standard PLA,ABS/PLA,150,10.8
181948,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,200,10.8
200985,RoBo 3D R1,4,Generic Standard PLA,ABS/PLA,400,10.8
brians-hub,Original Prusa i3 MK2,2,Generic Standard PLA,ABS/PLA,100,10.8
just3D,Cube 3,2,Generic Standard PLA,ABS/PLA,200,10.8
179280,Prusa Research Original Prusa i3 MK3,1,Generic Standard PETG,PET,150,10.8
181948,Original Prusa i3 MK2,2,Generic Standard PETG,PET,200,10.8
Bham,Original Prusa i3 MK2S,1,Generic Standard PLA,ABS/PLA,200,10.81
18815,Dimension Delta 3D System,4,Generic Standard PETG,PET,100,10.81
Geoffs-3D-Printing,D-Bot Core-XY ,2,Generic Standard ABS,ABS/PLA,200,10.82
PKPrint3d,Ultimaker 2,2,Generic Standard PLA,ABS/PLA,100,10.82
217409,Lulzbot Taz 6,3,Generic Standard ABS,ABS/PLA,200,10.83
217409,Lulzbot Taz 6,3,Generic Standard PLA,ABS/PLA,200,10.83
217409,LulzBot Mini,3,Generic Standard ABS,ABS/PLA,150,10.83
217409,LulzBot Mini,3,Generic Standard PLA,ABS/PLA,150,10.83
BenStPierre,Folger Tech FT-5,1,Generic Standard PETG,PET,200,10.83
184017,RepRap,1,Generic Standard PLA,ABS/PLA,100,10.84
199984,Original Prusa i3 MK2,2,rigid.ink Flexible PLA,ABS/PLA Filled,300,10.85
170008,ANET 3D - A8,4,Generic Standard PLA,ABS/PLA,200,10.86
190540,Prusa M&M Custom,4,Generic Standard PLA,ABS/PLA,100,10.86
221448,Ultimaker 2+,2,Generic Standard PLA,ABS/PLA,150,10.86
99206,D-Bot Core-XY ,2,ColorFabb XT-CF20 carbon,ABS/PLA Filled,200,10.86
GotItMade,Ultimaker 2,5,Generic Standard PLA,ABS/PLA,200,10.88
Velocity3D,Original Prusa i3 MK2,3,Generic Standard PLA,ABS/PLA,100,10.89
29834,BigBox Pro,2,Formfutura TitanX,ABS/PLA,150,10.9
139035,Ultimaker 2+,3,ColorFabb nGen_Flex,ABS/PLA,100,10.9
139035,Ultimaker 2+,3,ColorFabb nGen_Flex,ABS/PLA,150,10.9
191837,SeeMeCNC Eris,2,Generic Standard PLA,ABS/PLA,100,10.9
199401,Rostock MAX V2,2,Generic Standard PLA,ABS/PLA,300,10.9
204630,Creality CR-10,4,Generic Standard PLA,ABS/PLA,200,10.9
221804,ANET 3D - A8,2,Generic Standard PLA,ABS/PLA,100,10.9
228802,Original Prusa i3 MK2S,1,Generic Standard PLA,ABS/PLA,300,10.9
228802,Printrbot Simple Metal - Extended Bed,2,Generic Standard PLA,ABS/PLA,300,10.9
228802,Printrbot Simple Metal,1,Generic Standard PLA,ABS/PLA,300,10.9
228802,Monoprice MP Select Mini,1,Generic Standard PLA,ABS/PLA,300,10.9
228802,Printrbot plus v2.2 ,1,Generic Standard PLA,ABS/PLA,300,10.9
JVF-Tech,PowerSpec 3D Pro,2,3D Fuel Advanced PLA,ABS/PLA,200,10.9
29834,BigBox Pro,2,Makergeek Raptor PLA,ABS/PLA Filled,150,10.9
139035,Ultimaker 2+,3,ColorFabb XT,ABS/PLA Filled,100,10.9
221538,Prusa Research Original Prusa i3 MK3,3,eSUN PLA+,ABS/PLA Filled,200,10.9
36000,Original Prusa i3 MK2S,2,Generic Standard PETG,PET,150,10.9
171036,Wanhao Duplicator i3 V2,1,Generic Standard PETG,PET,300,10.9
3dogmodeling,Rostock MAX,4,Generic Standard PETG,PET,200,10.9
connorshub,i3 HomeMade,2,Generic Standard PETG,PET,200,10.9
pkubier,Makergear M2,2,Generic TPU,TPE,150,10.9
207096,Prusa Steel,2,Generic Standard ABS,ABS/PLA,300,10.91
214237,He3D Delta 600,4,Generic Standard PLA,ABS/PLA,300,10.91
exactaforma,Wanhao Duplicator 4,2,Generic Standard PLA,ABS/PLA,200,10.91
exactaforma,Mega Prusa,2,Generic Standard PLA,ABS/PLA,200,10.91
207096,Prusa Steel,2,3DXTech 3DXSTAT ESD-safe PETG,PET,300,10.91
